,pokedex_number,name,type1,type2,generation,hp,attack,defense,sp_attack,sp_defense,speed,base_egg_steps,base_happiness,capture_rate,classification,experience_growth,height_m,percentage_male,weight_kg,is_legendary,percentage_female,ability_0,ability_1,ability_2,ability_3,ability_4,ability_5
468,469,Yanmega,bug,flying,4,86,76,86,116,56,95,5120,70,30,Ogre Darner Pokémon,1000000,1.9,50.0,51.5,0,50.0,Speed Boost,Tinted Lens,Frisk,,,
469,470,Leafeon,grass,none,4,65,110,130,60,65,95,8960,35,45,Verdant Pokémon,1000000,1.0,88.1,25.5,0,11.900000000000006,Leaf Guard,Chlorophyll,,,,
470,471,Glaceon,ice,none,4,65,60,110,130,95,65,8960,35,45,Fresh Snow Pokémon,1000000,0.8,88.1,25.9,0,11.900000000000006,Snow Cloak,Ice Body,,,,
471,472,Gliscor,ground,flying,4,75,95,125,45,75,95,5120,70,30,Fang Scorp Pokémon,1059860,2.0,50.0,42.5,0,50.0,Hyper Cutter,Sand Veil,Poison Heal,,,
472,473,Mamoswine,ice,ground,4,110,130,80,70,60,80,5120,70,50,Twin Tusk Pokémon,1250000,2.5,50.0,291.0,0,50.0,Oblivious,Snow Cloak,Thick Fat,,,
473,474,Porygon-Z,normal,none,4,85,80,70,135,75,90,5120,70,30,Virtual Pokémon,1000000,0.9,0.0,34.0,0,0.0,Adaptability,Download,Analytic,,,
474,475,Gallade,psychic,fighting,4,68,165,95,65,115,110,5120,35,45,Blade Pokémon,1250000,1.6,100.0,52.0,0,0.0,Steadfast,Justified,,,,
475,476,Probopass,rock,steel,4,60,55,145,75,150,40,5120,70,60,Compass Pokémon,1000000,1.4,50.0,340.0,0,50.0,Sturdy,Magnet Pull,Sand Force,,,
476,477,Dusknoir,ghost,none,4,45,100,135,65,135,45,6400,35,45,Gripper Pokémon,800000,2.2,50.0,106.6,0,50.0,Pressure,Frisk,,,,
477,478,Froslass,ice,ghost,4,70,80,70,80,70,110,5120,70,75,Snow Land Pokémon,1000000,1.3,0.0,26.6,0,100.0,Snow Cloak,Cursed Body,,,,
478,479,Rotom,electric,ghost,4,50,65,107,105,107,86,5120,70,45,Plasma Pokémon,1000000,0.3,0.0,0.3,0,0.0,Levitate,,,,,
479,480,Uxie,psychic,none,4,75,75,130,75,130,95,20480,140,3,Knowledge Pokémon,1250000,0.3,0.0,0.3,1,0.0,Levitate,,,,,
480,481,Mesprit,psychic,none,4,80,105,105,105,105,80,20480,140,3,Emotion Pokémon,1250000,0.3,0.0,0.3,1,0.0,Levitate,,,,,
481,482,Azelf,psychic,none,4,75,125,70,125,70,115,20480,140,3,Willpower Pokémon,1250000,0.3,0.0,0.3,1,0.0,Levitate,,,,,
482,483,Dialga,steel,dragon,4,100,120,120,150,100,90,30720,0,3,Temporal Pokémon,1250000,5.4,0.0,683.0,1,0.0,Pressure,Telepathy,,,,
483,484,Palkia,water,dragon,4,90,120,100,150,120,100,30720,0,3,Spatial Pokémon,1250000,4.2,0.0,336.0,1,0.0,Pressure,Telepathy,,,,
484,485,Heatran,fire,steel,4,91,90,106,130,106,77,2560,100,3,Lava Dome Pokémon,1250000,1.7,50.0,430.0,1,50.0,Flash Fire,Flame Body,,,,
485,486,Regigigas,normal,none,4,110,160,110,80,110,100,30720,0,3,Colossal Pokémon,1250000,3.7,0.0,420.0,1,0.0,Slow Start,,,,,
486,487,Giratina,ghost,dragon,4,150,120,100,120,100,90,30720,0,3,Renegade Pokémon,1250000,4.5,0.0,750.0,1,0.0,Pressure,Telepathy,Levitate,,,
487,488,Cresselia,psychic,none,4,120,70,120,75,130,85,30720,100,3,Lunar Pokémon,1250000,1.5,0.0,85.6,1,100.0,Levitate,,,,,
488,489,Phione,water,none,4,80,80,80,80,80,80,10240,70,30,Sea Drifter Pokémon,1250000,0.4,0.0,3.1,0,0.0,Hydration,,,,,
489,490,Manaphy,water,none,4,100,100,100,100,100,100,2560,70,3,Seafaring Pokémon,1250000,0.3,0.0,1.4,1,0.0,Hydration,,,,,
490,491,Darkrai,dark,none,4,70,90,90,135,90,125,30720,0,3,Pitch-Black Pokémon,1250000,1.5,0.0,50.5,1,0.0,Bad Dreams,,,,,
491,492,Shaymin,grass,grass,4,100,103,75,120,75,127,30720,100,45,Gratitude Pokémon,1059860,0.2,0.0,2.1,1,0.0,Natural Cure,Serene Grace,,,,
492,493,Arceus,normal,none,4,120,120,120,120,120,120,30720,0,3,Alpha Pokémon,1250000,3.2,0.0,320.0,1,0.0,Multitype,,,,,
493,494,Victini,psychic,fire,5,100,100,100,100,100,100,30720,100,3,Victory Pokémon,1250000,0.4,0.0,4.0,1,0.0,Victory Star,,,,,
494,495,Snivy,grass,none,5,45,45,55,45,55,63,5120,70,45,Grass Snake Pokémon,1059860,0.6,88.1,8.1,0,11.900000000000006,Overgrow,Contrary,,,,
495,496,Servine,grass,none,5,60,60,75,60,75,83,5120,70,45,Grass Snake Pokémon,1059860,0.8,88.1,16.0,0,11.900000000000006,Overgrow,Contrary,,,,
496,497,Serperior,grass,none,5,75,75,95,75,95,113,5120,70,45,Regal Pokémon,1059860,3.3,88.1,63.0,0,11.900000000000006,Overgrow,Contrary,,,,
497,498,Tepig,fire,none,5,65,63,45,45,45,45,5120,70,45,Fire Pig Pokémon,1059860,0.5,88.1,9.9,0,11.900000000000006,Blaze,Thick Fat,,,,
498,499,Pignite,fire,fighting,5,90,93,55,70,55,55,5120,70,45,Fire Pig Pokémon,1059860,1.0,88.1,55.5,0,11.900000000000006,Blaze,Thick Fat,,,,
499,500,Emboar,fire,fighting,5,110,123,65,100,65,65,5120,70,45,Mega Fire Pig Pokémon,1059860,1.6,88.1,150.0,0,11.900000000000006,Blaze,Reckless,,,,
500,501,Oshawott,water,none,5,55,55,45,63,45,45,5120,70,45,Sea Otter Pokémon,1059860,0.5,88.1,5.9,0,11.900000000000006,Torrent,Shell Armor,,,,
501,502,Dewott,water,none,5,75,75,60,83,60,60,5120,70,45,Discipline Pokémon,1059860,0.8,88.1,24.5,0,11.900000000000006,Torrent,Shell Armor,,,,
502,503,Samurott,water,none,5,95,100,85,108,70,70,5120,70,45,Formidable Pokémon,1059860,1.5,88.1,94.6,0,11.900000000000006,Torrent,Shell Armor,,,,
503,504,Patrat,normal,none,5,45,55,39,35,39,42,3840,70,255,Scout Pokémon,1000000,0.5,50.0,11.6,0,50.0,Run Away,Keen Eye,Analytic,,,
504,505,Watchog,normal,none,5,60,85,69,60,69,77,5120,70,255,Lookout Pokémon,1000000,1.1,50.0,27.0,0,50.0,Illuminate,Keen Eye,Analytic,,,
505,506,Lillipup,normal,none,5,45,60,45,25,45,55,3840,70,255,Puppy Pokémon,1059860,0.4,50.0,4.1,0,50.0,Vital Spirit,Pickup,Run Away,,,
506,507,Herdier,normal,none,5,65,80,65,35,65,60,3840,70,120,Loyal Dog Pokémon,1059860,0.9,50.0,14.7,0,50.0,Intimidate,Sand Rush,Scrappy,,,
507,508,Stoutland,normal,none,5,85,110,90,45,90,80,3840,70,45,Big-Hearted Pokémon,1059860,1.2,50.0,61.0,0,50.0,Intimidate,Sand Rush,Scrappy,,,
508,509,Purrloin,dark,none,5,41,50,37,50,37,66,5120,70,255,Devious Pokémon,1000000,0.4,50.0,10.1,0,50.0,Limber,Unburden,Prankster,,,
509,510,Liepard,dark,none,5,64,88,50,88,50,106,5120,70,90,Cruel Pokémon,1000000,1.1,50.0,37.5,0,50.0,Limber,Unburden,Prankster,,,
510,511,Pansage,grass,none,5,50,53,48,53,48,64,5120,70,190,Grass Monkey Pokémon,1000000,0.6,88.1,10.5,0,11.900000000000006,Gluttony,Overgrow,,,,
511,512,Simisage,grass,none,5,75,98,63,98,63,101,5120,70,75,Thorn Monkey Pokémon,1000000,1.1,88.1,30.5,0,11.900000000000006,Gluttony,Overgrow,,,,
512,513,Pansear,fire,none,5,50,53,48,53,48,64,5120,70,190,High Temp Pokémon,1000000,0.6,88.1,11.0,0,11.900000000000006,Gluttony,Blaze,,,,
513,514,Simisear,fire,none,5,75,98,63,98,63,101,5120,70,75,Ember Pokémon,1000000,1.0,88.1,28.0,0,11.900000000000006,Gluttony,Blaze,,,,
514,515,Panpour,water,none,5,50,53,48,53,48,64,5120,70,190,Spray Pokémon,1000000,0.6,88.1,13.5,0,11.900000000000006,Gluttony,Torrent,,,,
515,516,Simipour,water,none,5,75,98,63,98,63,101,5120,70,75,Geyser Pokémon,1000000,1.0,88.1,29.0,0,11.900000000000006,Gluttony,Torrent,,,,
516,517,Munna,psychic,none,5,76,25,45,67,55,24,2560,70,190,Dream Eater Pokémon,800000,0.6,50.0,23.3,0,50.0,Forewarn,Synchronize,Telepathy,,,
517,518,Musharna,psychic,none,5,116,55,85,107,95,29,2560,70,75,Drowsing Pokémon,800000,1.1,50.0,60.5,0,50.0,Forewarn,Synchronize,Telepathy,,,
518,519,Pidove,normal,flying,5,50,55,50,36,30,43,3840,70,255,Tiny Pigeon Pokémon,1059860,0.3,50.0,2.1,0,50.0,Big Pecks,Super Luck,Rivalry,,,
519,520,Tranquill,normal,flying,5,62,77,62,50,42,65,3840,70,120,Wild Pigeon Pokémon,1059860,0.6,50.0,15.0,0,50.0,Big Pecks,Super Luck,Rivalry,,,
520,521,Unfezant,normal,flying,5,80,115,80,65,55,93,3840,70,45,Proud Pokémon,1059860,1.2,50.0,29.0,0,50.0,Big Pecks,Super Luck,Rivalry,,,
521,522,Blitzle,electric,none,5,45,60,32,50,32,76,5120,70,190,Electrified Pokémon,1000000,0.8,50.0,29.8,0,50.0,Lightningrod,Motor Drive,Sap Sipper,,,
522,523,Zebstrika,electric,none,5,75,100,63,80,63,116,5120,70,75,Thunderbolt Pokémon,1000000,1.6,50.0,79.5,0,50.0,Lightningrod,Motor Drive,Sap Sipper,,,
523,524,Roggenrola,rock,none,5,55,75,85,25,25,15,3840,70,255,Mantle Pokémon,1059860,0.4,50.0,18.0,0,50.0,Sturdy,Weak Armor,Sand Force,,,
524,525,Boldore,rock,none,5,70,105,105,50,40,20,3840,70,120,Ore Pokémon,1059860,0.9,50.0,102.0,0,50.0,Sturdy,Weak Armor,Sand Force,,,
525,526,Gigalith,rock,none,5,85,135,130,60,80,25,3840,70,45,Compressed Pokémon,1059860,1.7,50.0,260.0,0,50.0,Sturdy,Sand Stream,Sand Force,,,
526,527,Woobat,psychic,flying,5,65,45,43,55,43,72,3840,70,190,Bat Pokémon,1000000,0.4,50.0,2.1,0,50.0,Unaware,Klutz,Simple,,,
527,528,Swoobat,psychic,flying,5,67,57,55,77,55,114,3840,70,45,Courting Pokémon,1000000,0.9,50.0,10.5,0,50.0,Unaware,Klutz,Simple,,,
528,529,Drilbur,ground,none,5,60,85,40,30,45,68,5120,70,120,Mole Pokémon,1000000,0.3,50.0,8.5,0,50.0,Sand Rush,Sand Force,Mold Breaker,,,
529,530,Excadrill,ground,steel,5,110,135,60,50,65,88,5120,70,60,Subterrene Pokémon,1000000,0.7,50.0,40.4,0,50.0,Sand Rush,Sand Force,Mold Breaker,,,
530,531,Audino,normal,none,5,103,60,126,80,126,50,5120,70,255,Hearing Pokémon,800000,1.1,50.0,31.0,0,50.0,Healer,Regenerator,Klutz,,,
531,532,Timburr,fighting,none,5,75,80,55,25,35,35,5120,70,180,Muscular Pokémon,1059860,0.6,75.4,12.5,0,24.599999999999994,Guts,Sheer Force,Iron Fist,,,
532,533,Gurdurr,fighting,none,5,85,105,85,40,50,40,5120,70,90,Muscular Pokémon,1059860,1.2,75.4,40.0,0,24.599999999999994,Guts,Sheer Force,Iron Fist,,,
533,534,Conkeldurr,fighting,none,5,105,140,95,55,65,45,5120,70,45,Muscular Pokémon,1059860,1.4,75.4,87.0,0,24.599999999999994,Guts,Sheer Force,Iron Fist,,,
534,535,Tympole,water,none,5,50,50,40,50,40,64,5120,70,255,Tadpole Pokémon,1059860,0.5,50.0,4.5,0,50.0,Swift Swim,Hydration,Water Absorb,,,
535,536,Palpitoad,water,ground,5,75,65,55,65,55,69,5120,70,120,Vibration Pokémon,1059860,0.8,50.0,17.0,0,50.0,Swift Swim,Hydration,Water Absorb,,,
536,537,Seismitoad,water,ground,5,105,95,75,85,75,74,5120,70,45,Vibration Pokémon,1059860,1.5,50.0,62.0,0,50.0,Swift Swim,Poison Touch,Water Absorb,,,
537,538,Throh,fighting,none,5,120,100,85,30,85,45,5120,70,45,Judo Pokémon,1000000,1.3,100.0,55.5,0,0.0,Guts,Inner Focus,Mold Breaker,,,
538,539,Sawk,fighting,none,5,75,125,75,30,75,85,5120,70,45,Karate Pokémon,1000000,1.4,100.0,51.0,0,0.0,Sturdy,Inner Focus,Mold Breaker,,,
539,540,Sewaddle,bug,grass,5,45,53,70,40,60,42,3840,70,255,Sewing Pokémon,1059860,0.3,50.0,2.5,0,50.0,Swarm,Chlorophyll,Overcoat,,,
540,541,Swadloon,bug,grass,5,55,63,90,50,80,42,3840,70,120,Leaf-Wrapped Pokémon,1059860,0.5,50.0,7.3,0,50.0,Leaf Guard,Chlorophyll,Overcoat,,,
541,542,Leavanny,bug,grass,5,75,103,80,70,80,92,3840,70,45,Nurturing Pokémon,1059860,1.2,50.0,20.5,0,50.0,Swarm,Chlorophyll,Overcoat,,,
542,543,Venipede,bug,poison,5,30,45,59,30,39,57,3840,70,255,Centipede Pokémon,1059860,0.4,50.0,5.3,0,50.0,Poison Point,Swarm,Speed Boost,,,
543,544,Whirlipede,bug,poison,5,40,55,99,40,79,47,3840,70,120,Curlipede Pokémon,1059860,1.2,50.0,58.5,0,50.0,Poison Point,Swarm,Speed Boost,,,
544,545,Scolipede,bug,poison,5,60,100,89,55,69,112,5120,70,45,Megapede Pokémon,1059860,2.5,50.0,200.5,0,50.0,Poison Point,Swarm,Speed Boost,,,
545,546,Cottonee,grass,fairy,5,40,27,60,37,50,66,5120,70,190,Cotton Puff Pokémon,1000000,0.3,50.0,0.6,0,50.0,Prankster,Infiltrator,Chlorophyll,,,
546,547,Whimsicott,grass,fairy,5,60,67,85,77,75,116,5120,70,75,Windveiled Pokémon,1000000,0.7,50.0,6.6,0,50.0,Prankster,Infiltrator,Chlorophyll,,,
547,548,Petilil,grass,none,5,45,35,50,70,50,30,5120,70,190,Bulb Pokémon,1000000,0.5,0.0,6.6,0,100.0,Chlorophyll,Own Tempo,Leaf Guard,,,
548,549,Lilligant,grass,none,5,70,60,75,110,75,90,5120,70,75,Flowering Pokémon,1000000,1.1,0.0,16.3,0,100.0,Chlorophyll,Own Tempo,Leaf Guard,,,
549,550,Basculin,water,none,5,70,92,65,80,55,98,10240,70,25,Hostile Pokémon,1000000,1.0,50.0,18.0,0,50.0,Reckless,Rock Head,Adaptability,Mold Breaker,,
550,551,Sandile,ground,dark,5,50,72,35,35,35,65,5120,70,180,Desert Croc Pokémon,1059860,0.7,50.0,15.2,0,50.0,Intimidate,Moxie,Anger Point,,,
551,552,Krokorok,ground,dark,5,60,82,45,45,45,74,5120,70,90,Desert Croc Pokémon,1059860,1.0,50.0,33.4,0,50.0,Intimidate,Moxie,Anger Point,,,
552,553,Krookodile,ground,dark,5,95,117,80,65,70,92,5120,70,45,Intimidation Pokémon,1059860,1.5,50.0,96.3,0,50.0,Intimidate,Moxie,Anger Point,,,
553,554,Darumaka,fire,none,5,70,90,45,15,45,50,5120,70,120,Zen Charm Pokémon,1059860,0.6,50.0,37.5,0,50.0,Hustle,Inner Focus,,,,
554,555,Darmanitan,fire,fire,5,105,30,105,140,105,55,5120,70,60,Blazing Pokémon,1059860,1.3,50.0,92.9,0,50.0,Sheer Force,Zen Mode,,,,
555,556,Maractus,grass,none,5,75,86,67,106,67,60,5120,70,255,Cactus Pokémon,1000000,1.0,50.0,28.0,0,50.0,Water Absorb,Chlorophyll,Storm Drain,,,
556,557,Dwebble,bug,rock,5,50,65,85,35,35,55,5120,70,190,Rock Inn Pokémon,1000000,0.3,50.0,14.5,0,50.0,Sturdy,Shell Armor,Weak Armor,,,
557,558,Crustle,bug,rock,5,70,105,125,65,75,45,5120,70,75,Stone Home Pokémon,1000000,1.4,50.0,200.0,0,50.0,Sturdy,Shell Armor,Weak Armor,,,
558,559,Scraggy,dark,fighting,5,50,75,70,35,70,48,3840,35,180,Shedding Pokémon,1000000,0.6,50.0,11.8,0,50.0,Shed Skin,Moxie,Intimidate,,,
559,560,Scrafty,dark,fighting,5,65,90,115,45,115,58,3840,70,90,Hoodlum Pokémon,1000000,1.1,50.0,30.0,0,50.0,Shed Skin,Moxie,Intimidate,,,
560,561,Sigilyph,psychic,flying,5,72,58,80,103,80,97,5120,70,45,Avianoid Pokémon,1000000,1.4,50.0,14.0,0,50.0,Wonder Skin ,Magic Guard,Tinted Lens,,,
561,562,Yamask,ghost,none,5,38,30,85,55,65,30,6400,70,190,Spirit Pokémon,1000000,0.5,50.0,1.5,0,50.0,Mummy,,,,,
562,563,Cofagrigus,ghost,none,5,58,50,145,95,105,30,6400,70,90,Coffin Pokémon,1000000,1.7,50.0,76.5,0,50.0,Mummy,,,,,
563,564,Tirtouga,water,rock,5,54,78,103,53,45,22,7680,70,45,Prototurtle Pokémon,1000000,0.7,88.1,16.5,0,11.900000000000006,Solid Rock,Sturdy,Swift Swim,,,
564,565,Carracosta,water,rock,5,74,108,133,83,65,32,7680,70,45,Prototurtle Pokémon,1000000,1.2,88.1,81.0,0,11.900000000000006,Solid Rock,Sturdy,Swift Swim,,,
565,566,Archen,rock,flying,5,55,112,45,74,45,70,7680,70,45,First Bird Pokémon,1000000,0.5,88.1,9.5,0,11.900000000000006,Defeatist,,,,,
566,567,Archeops,rock,flying,5,75,140,65,112,65,110,7680,70,45,First Bird Pokémon,1000000,1.4,88.1,32.0,0,11.900000000000006,Defeatist,,,,,
567,568,Trubbish,poison,none,5,50,50,62,40,62,65,5120,70,190,Trash Bag Pokémon,1000000,0.6,50.0,31.0,0,50.0,Stench,Sticky Hold,Aftermath,,,
568,569,Garbodor,poison,none,5,80,95,82,60,82,75,5120,70,60,Trash Heap Pokémon,1000000,1.9,50.0,107.3,0,50.0,Stench,Weak Armor,Aftermath,,,
569,570,Zorua,dark,none,5,40,65,40,80,40,65,6400,70,75,Tricky Fox Pokémon,1059860,0.7,88.1,12.5,0,11.900000000000006,Illusion,,,,,
570,571,Zoroark,dark,none,5,60,105,60,120,60,105,5120,70,45,Illusion Fox Pokémon,1059860,1.6,88.1,81.1,0,11.900000000000006,Illusion,,,,,
571,572,Minccino,normal,none,5,55,50,40,40,40,75,3840,70,255,Chinchilla Pokémon,800000,0.4,24.6,5.8,0,75.4,Cute Charm,Technician,Skill Link,,,
572,573,Cinccino,normal,none,5,75,95,60,65,60,115,3840,70,60,Scarf Pokémon,800000,0.5,24.6,7.5,0,75.4,Cute Charm,Technician,Skill Link,,,
573,574,Gothita,psychic,none,5,45,30,50,55,65,45,5120,70,200,Fixation Pokémon,1059860,0.4,24.6,5.8,0,75.4,Frisk,Competitive,Shadow Tag,,,
574,575,Gothorita,psychic,none,5,60,45,70,75,85,55,5120,70,100,Manipulate Pokémon,1059860,0.7,24.6,18.0,0,75.4,Frisk,Competitive,Shadow Tag,,,
575,576,Gothitelle,psychic,none,5,70,55,95,95,110,65,5120,70,50,Astral Body Pokémon,1059860,1.5,24.6,44.0,0,75.4,Frisk,Competitive,Shadow Tag,,,
576,577,Solosis,psychic,none,5,45,30,40,105,50,20,5120,70,200,Cell Pokémon,1059860,0.3,50.0,1.0,0,50.0,Overcoat,Magic Guard,Regenerator,,,
577,578,Duosion,psychic,none,5,65,40,50,125,60,30,5120,70,100,Mitosis Pokémon,1059860,0.6,50.0,8.0,0,50.0,Overcoat,Magic Guard,Regenerator,,,
578,579,Reuniclus,psychic,none,5,110,65,75,125,85,30,5120,70,50,Multiplying Pokémon,1059860,1.0,50.0,20.1,0,50.0,Overcoat,Magic Guard,Regenerator,,,
579,580,Ducklett,water,flying,5,62,44,50,44,50,55,5120,70,190,Water Bird Pokémon,1000000,0.5,50.0,5.5,0,50.0,Keen Eye,Big Pecks,Hydration,,,
580,581,Swanna,water,flying,5,75,87,63,87,63,98,5120,70,45,White Bird Pokémon,1000000,1.3,50.0,24.2,0,50.0,Keen Eye,Big Pecks,Hydration,,,
581,582,Vanillite,ice,none,5,36,50,50,65,60,44,5120,70,255,Fresh Snow Pokémon,1250000,0.4,50.0,5.7,0,50.0,Ice Body,Snow Cloak,Weak Armor,,,
582,583,Vanillish,ice,none,5,51,65,65,80,75,59,5120,70,120,Icy Snow Pokémon,1250000,1.1,50.0,41.0,0,50.0,Ice Body,Snow Cloak,Weak Armor,,,
583,584,Vanilluxe,ice,none,5,71,95,85,110,95,79,5120,70,45,Snowstorm Pokémon,1250000,1.3,50.0,57.5,0,50.0,Ice Body,Snow Warning,Weak Armor,,,
584,585,Deerling,normal,grass,5,60,60,50,40,50,75,5120,70,190,Season Pokémon,1000000,0.6,50.0,19.5,0,50.0,Chlorophyll,Sap Sipper,Serene Grace,,,
585,586,Sawsbuck,normal,grass,5,80,100,70,60,70,95,5120,70,75,Season Pokémon,1000000,1.9,50.0,92.5,0,50.0,Chlorophyll,Sap Sipper,Serene Grace,,,
586,587,Emolga,electric,flying,5,55,75,60,75,60,103,5120,70,200,Sky Squirrel Pokémon,1000000,0.4,50.0,5.0,0,50.0,Static,Motor Drive,,,,
587,588,Karrablast,bug,none,5,50,75,45,40,45,60,3840,70,200,Clamping Pokémon,1000000,0.5,50.0,5.9,0,50.0,Swarm,Shed Skin,No Guard,,,
588,589,Escavalier,bug,steel,5,70,135,105,60,105,20,3840,70,75,Cavalry Pokémon,1000000,1.0,50.0,33.0,0,50.0,Swarm,Shell Armor,Overcoat,,,
589,590,Foongus,grass,poison,5,69,55,45,55,55,15,5120,70,190,Mushroom Pokémon,1000000,0.2,50.0,1.0,0,50.0,Effect Spore,Regenerator,,,,
590,591,Amoonguss,grass,poison,5,114,85,70,85,80,30,5120,70,75,Mushroom Pokémon,1000000,0.6,50.0,10.5,0,50.0,Effect Spore,Regenerator,,,,
591,592,Frillish,water,ghost,5,55,40,50,65,85,40,5120,70,190,Floating Pokémon,1000000,1.2,50.0,33.0,0,50.0,Water Absorb,Cursed Body,Damp,,,
592,593,Jellicent,water,ghost,5,100,60,70,85,105,60,5120,70,60,Floating Pokémon,1000000,2.2,50.0,135.0,0,50.0,Water Absorb,Cursed Body,Damp,,,
593,594,Alomomola,water,none,5,165,75,80,40,45,65,10240,70,75,Caring Pokémon,800000,1.2,50.0,31.6,0,50.0,Healer,Hydration,Regenerator,,,
594,595,Joltik,bug,electric,5,50,47,50,57,50,65,5120,70,190,Attaching Pokémon,1000000,0.1,50.0,0.6,0,50.0,Compoundeyes,Unnerve,Swarm,,,
595,596,Galvantula,bug,electric,5,70,77,60,97,60,108,5120,70,75,EleSpider Pokémon,1000000,0.8,50.0,14.3,0,50.0,Compoundeyes,Unnerve,Swarm,,,
596,597,Ferroseed,grass,steel,5,44,50,91,24,86,10,5120,70,255,Thorn Seed Pokémon,1000000,0.6,50.0,18.8,0,50.0,Iron Barbs,,,,,
597,598,Ferrothorn,grass,steel,5,74,94,131,54,116,20,5120,70,90,Thorn Pod Pokémon,1000000,1.0,50.0,110.0,0,50.0,Iron Barbs,Anticipation,,,,
598,599,Klink,steel,none,5,40,55,70,45,60,30,5120,70,130,Gear Pokémon,1059860,0.3,0.0,21.0,0,0.0,Plus,Minus,Clear Body,,,
599,600,Klang,steel,none,5,60,80,95,70,85,50,5120,70,60,Gear Pokémon,1059860,0.6,0.0,51.0,0,0.0,Plus,Minus,Clear Body,,,
600,601,Klinklang,steel,none,5,60,100,115,70,85,90,5120,70,30,Gear Pokémon,1059860,0.6,0.0,81.0,0,0.0,Plus,Minus,Clear Body,,,
601,602,Tynamo,electric,none,5,35,55,40,45,40,60,5120,70,190,EleFish Pokémon,1250000,0.2,50.0,0.3,0,50.0,Levitate,,,,,
602,603,Eelektrik,electric,none,5,65,85,70,75,70,40,5120,70,60,EleFish Pokémon,1250000,1.2,50.0,22.0,0,50.0,Levitate,,,,,
603,604,Eelektross,electric,none,5,85,115,80,105,80,50,5120,70,30,EleFish Pokémon,1250000,2.1,50.0,80.5,0,50.0,Levitate,,,,,
604,605,Elgyem,psychic,none,5,55,55,55,85,55,30,5120,70,255,Cerebral Pokémon,1000000,0.5,50.0,9.0,0,50.0,Telepathy,Synchronize,Analytic,,,
605,606,Beheeyem,psychic,none,5,75,75,75,125,95,40,5120,70,90,Cerebral Pokémon,1000000,1.0,50.0,34.5,0,50.0,Telepathy,Synchronize,Analytic,,,
606,607,Litwick,ghost,fire,5,50,30,55,65,55,20,5120,70,190,Candle Pokémon,1059860,0.3,50.0,3.1,0,50.0,Flash Fire,Flame Body,Infiltrator,,,
607,608,Lampent,ghost,fire,5,60,40,60,95,60,55,5120,70,90,Lamp Pokémon,1059860,0.6,50.0,13.0,0,50.0,Flash Fire,Flame Body,Infiltrator,,,
608,609,Chandelure,ghost,fire,5,60,55,90,145,90,80,5120,70,45,Luring Pokémon,1059860,1.0,50.0,34.3,0,50.0,Flash Fire,Flame Body,Infiltrator,,,
609,610,Axew,dragon,none,5,46,87,60,30,40,57,10240,35,75,Tusk Pokémon,1250000,0.6,50.0,18.0,0,50.0,Rivalry,Mold Breaker,Unnerve,,,
610,611,Fraxure,dragon,none,5,66,117,70,40,50,67,10240,35,60,Axe Jaw Pokémon,1250000,1.0,50.0,36.0,0,50.0,Rivalry,Mold Breaker,Unnerve,,,
611,612,Haxorus,dragon,none,5,76,147,90,60,70,97,10240,35,45,Axe Jaw Pokémon,1250000,1.8,50.0,105.5,0,50.0,Rivalry,Mold Breaker,Unnerve,,,
612,613,Cubchoo,ice,none,5,55,70,40,60,40,40,5120,70,120,Chill Pokémon,1000000,0.5,50.0,8.5,0,50.0,Snow Cloak,Slush Rush,Rattled,,,
613,614,Beartic,ice,none,5,95,130,80,70,80,50,5120,70,60,Freezing Pokémon,1000000,2.6,50.0,260.0,0,50.0,Snow Cloak,Slush Rush,Swift Swim,,,
614,615,Cryogonal,ice,none,5,80,50,50,95,135,105,6400,70,25,Crystallizing Pokémon,1000000,1.1,0.0,148.0,0,0.0,Levitate,,,,,
615,616,Shelmet,bug,none,5,50,40,85,40,65,25,3840,70,200,Snail Pokémon,1000000,0.4,50.0,7.7,0,50.0,Hydration,Shell Armor,Overcoat,,,
616,617,Accelgor,bug,none,5,80,70,40,100,60,145,3840,70,75,Shell Out Pokémon,1000000,0.8,50.0,25.3,0,50.0,Hydration,Sticky Hold,Unburden,,,
617,618,Stunfisk,ground,electric,5,109,66,84,81,99,32,5120,70,75,Trap Pokémon,1000000,0.7,50.0,11.0,0,50.0,Static,Limber,Sand Veil,,,
618,619,Mienfoo,fighting,none,5,45,85,50,55,50,65,6400,70,180,Martial Arts Pokémon,1059860,0.9,50.0,20.0,0,50.0,Inner Focus,Regenerator,Reckless,,,
619,620,Mienshao,fighting,none,5,65,125,60,95,60,105,6400,70,45,Martial Arts Pokémon,1059860,1.4,50.0,35.5,0,50.0,Inner Focus,Regenerator,Reckless,,,
620,621,Druddigon,dragon,none,5,77,120,90,60,90,48,7680,70,45,Cave Pokémon,1000000,1.6,50.0,139.0,0,50.0,Rough Skin,Sheer Force,Mold Breaker,,,
621,622,Golett,ground,ghost,5,59,74,50,35,50,35,6400,70,190,Automaton Pokémon,1000000,1.0,0.0,92.0,0,0.0,Iron Fist,Klutz,No Guard,,,
622,623,Golurk,ground,ghost,5,89,124,80,55,80,55,6400,70,90,Automaton Pokémon,1000000,2.8,0.0,330.0,0,0.0,Iron Fist,Klutz,No Guard,,,
623,624,Pawniard,dark,steel,5,45,85,70,40,40,60,5120,35,120,Sharp Blade Pokémon,1000000,0.5,50.0,10.2,0,50.0,Defiant,Inner Focus,Pressure,,,
